geolocation_zip_code_prefix|Первый	latitude	longitude	geolocation_city|Первый	geolocation_state|Первый	Дубликат
3040	-23,550723623891194	-46,622536459849165	sao paulo	SP	?
3077	-23,527268852905493	-46,57660929006271	sao paulo	SP	?
3067	-23,53649366472388	-46,573621984996365	sao paulo	SP	?
3015	-23,538569773241413	-46,6037582164868	sao paulo	SP	?
3067	-23,53886891035259	-46,57290148557327	são paulo	SP	?
3023	-23,52938638911653	-46,61328249042069	sao paulo	SP	?
3059	-23,53909762003007	-46,59055256564138	são paulo	SP	?
3088	-23,52598754158326	-46,56207954119767	sao paulo	SP	?
3064	-23,535115354434705	-46,58146920843672	sao paulo	SP	?
3081	-23,53379905023373	-46,57481493949447	sao paulo	SP	?
3067	-23,538788779906508	-46,57367401442672	sao paulo	SP	?
3073	-23,531134903687484	-46,555388838046085	sao paulo	SP	?
3053	-23,541977228487795	-46,60721815017951	sao paulo	SP	?
3065	-23,53638432361936	-46,57920289454089	são paulo	SP	?
3087	-23,52751038445865	-46,56640155227076	sao paulo	SP	?
3084	-23,53467342215357	-46,57048869929014	são paulo	SP	?
3071	-23,53434926478729	-46,56154451304173	sao paulo	SP	?
3088	-23,52598754158326	-46,56207954119767	são paulo	SP	?
3081	-23,530246910352588	-46,57565256492024	sao paulo	SP	?
3061	-23,539307021516063	-46,582068828426166	sao paulo	SP	?
3073	-23,531914089099143	-46,55582159645673	sao paulo	SP	?
3040	-23,55071348845881	-46,623591136274456	são paulo	SP	?
3042	-23,547624935339552	-46,6193676519706	sao paulo	SP	?
3040	-23,54809712544389	-46,62489517817677	sao paulo	SP	?
3086	-23,53189781848348	-46,56616238827981	sao paulo	SP	?
3009	-23,53530541271851	-46,62023456564139	sao paulo	SP	?
3027	-23,536681910352584	-46,61439481265509	sao paulo	SP	?
3070	-23,53899702801672	-46,57221876908646	sao paulo	SP	?
3024	-23,53038407937563	-46,60985285123207	sao paulo	SP	?
3062	-23,54063405190716	-46,588046500692485	sao paulo	SP	?
3018	-23,534531381903168	-46,60930148320733	sao paulo	SP	?
3081	-23,533461000000003	-46,57562000389513	sao paulo	SP	?
3085	-23,533465148767934	-46,5679511811125	são paulo	SP	?
3073	-23,531475929222715	-46,5550908635813	sao paulo	SP	?
3081	-23,530293115182623	-46,575711412862745	são paulo	SP	?
3059	-23,539972285042406	-46,59197942146109	sao paulo	SP	?
3068	-23,537588133504503	-46,56824798211082	sao paulo	SP	?
3047	-23,54029616985977	-46,60066081265509	sao paulo	SP	?
3069	-23,53546608243405	-46,56601996378897	sao paulo	SP	?
3072	-23,53409172300768	-46,55467069747247	sao paulo	SP	?
3022	-23,52569940030433	-46,60651162754301	sao paulo	SP	?
3080	-23,53129520676328	-46,57756789148245	sao paulo	SP	?
3069	-23,535964728836067	-46,56487377462638	são paulo	SP	?
3010	-23,537164547319534	-46,61808328282069	sao paulo	SP	?
3059	-23,539457713572617	-46,59205174132955	sao paulo	SP	?
3014	-23,539141277829035	-46,60729795115125	sao paulo	SP	?
3030	-23,526984132667778	-46,61874236802471	sao paulo	SP	?
3087	-23,52810902775692	-46,5645293005943	sao paulo	SP	?
3073	-23,531475929222715	-46,5550908635813	são paulo	SP	?
3042	-23,546980897022383	-46,619758541202685	sao paulo	SP	?
3034	-23,52046219124005	-46,61693905285947	sao paulo	SP	?
3022	-23,52518639578163	-46,60345128420568	sao paulo	SP	?
3058	-23,53945327061568	-46,58899734179699	sao paulo	SP	?
3022	-23,525369381354903	-46,60655069181696	sao paulo	SP	?
3090	-23,530403398291792	-46,55928673327946	sao paulo	SP	?
3087	-23,532779612528916	-46,564551750224425	sao paulo	SP	?
3015	-23,536566	-46,59503174999999	sao paulo	SP	?
3040	-23,55071348845881	-46,623591136274456	sao paulo	SP	?
3080	-23,53370573910784	-46,57803969415423	sao paulo	SP	?
3053	-23,54452854760799	-46,60580503970215	sao paulo	SP	?
3040	-23,550246	-46,622112467828345	sao paulo	SP	?
3040	-23,550246	-46,622112467828345	são paulo	SP	?
3055	-23,543390053840405	-46,596673409515866	sao paulo	SP	?
3057	-23,540131152374624	-46,59336738121067	sao paulo	SP	?
3090	-23,529310637803672	-46,55808632861102	sao paulo	SP	?
3006	-23,540241447400344	-46,62486527655961	sao paulo	SP	?
3084	-23,534194369409686	-46,57175769360596	sao paulo	SP	?
3081	-23,529122947544572	-46,57575245282468	sao paulo	SP	?
3066	-23,53695454010618	-46,57700418206478	sao paulo	SP	?
3057	-23,542478298084134	-46,59335438980902	sao paulo	SP	?
3009	-23,534684716631038	-46,62387853358529	sao paulo	SP	?
3050	-23,54667210990252	-46,61125923007682	sao paulo	SP	?
3005	-23,54310790980433	-46,62647566250217	sao paulo	SP	?
3065	-23,538727791563275	-46,579303682064776	são paulo	SP	?
3008	-23,540860759651405	-46,62010431655023	sao paulo	SP	?
3069	-23,534574443793662	-46,56500112031852	sao paulo	SP	?
3040	-23,54986934110451	-46,62213407423975	sao paulo	SP	?
3053	-23,54531967805408	-46,6084518949449	são paulo	SP	?
3065	-23,53617047100232	-46,578321282820696	sao paulo	SP	?
3021	-23,528794505135888	-46,60001131986844	são paulo	SP	?
3013	-23,532593940879472	-46,61641355704305	sao paulo	SP	?
3060	-23,53718101748514	-46,58803151304173	sao paulo	SP	?
3042	-23,552246881758947	-46,61574592798196	sao paulo	SP	?
3066	-23,535959521784317	-46,57637107507645	sao paulo	SP	?
3059	-23,53918363835193	-46,5914358753823	são paulo	SP	?
3077	-23,53194196947312	-46,580400974464766	são paulo	SP	?
3012	-23,542208245080456	-46,617204849443056	sao paulo	SP	?
3069	-23,534627992786632	-46,56538146670315	sao paulo	SP	?
3070	-23,538416940879465	-46,56931533166946	sao paulo	SP	?
3053	-23,54531967805408	-46,6084518949449	sao paulo	SP	?
3081	-23,531832115182635	-46,575651938397975	são paulo	SP	?
3068	-23,536375319395457	-46,56764460555093	sao paulo	SP	?
3073	-23,531914089099143	-46,55582159645673	são paulo	SP	?
3021	-23,528050962808013	-46,602240405649376	sao paulo	SP	?
3081	-23,53496478573488	-46,57555188011417	sao paulo	SP	?
3040	-23,548491302816	-46,6237718963299	sao paulo	SP	?
3065	-23,53660278573488	-46,57914053996196	são paulo	SP	?
3067	-23,536536999163285	-46,57136758312655	sao paulo	SP	?
3018	-23,53359394615959	-46,610508090484124	sao paulo	SP	?
3059	-23,541063579519864	-46,59158118971085	sao paulo	SP	?
3088	-23,525715112567184	-46,56222933034741	são paulo	SP	?
3086	-23,53303875437129	-46,56582476741301	sao paulo	SP	?
3022	-23,52750931336612	-46,60509060445538	sao paulo	SP	?
3051	-23,545732316406	-46,60870239078996	sao paulo	SP	?
3062	-23,54129815543304	-46,590510845403664	sao paulo	SP	?
3066	-23,536934958620208	-46,57802299421399	sao paulo	SP	?
3057	-23,54459585429047	-46,60238954079867	sao paulo	SP	?
3014	-23,53790396764329	-46,59751498276531	sao paulo	SP	?
3066	-23,535766707744244	-46,57795262378097	sao paulo	SP	?
3001	-23,54138387625104	-46,6140494458142	são paulo	SP	?
3068	-23,53577896586643	-46,568981482110814	são paulo	SP	?
3016	-23,537082908130888	-46,61361501318597	sao paulo	SP	?
3062	-23,540323966414697	-46,58682605759131	sao paulo	SP	?
3055	-23,53948352983439	-46,59846325200535	sao paulo	SP	?
3062	-23,543697908130884	-46,59587883166944	sao paulo	SP	?
3033	-23,52965821663818	-46,62537982698274	sao paulo	SP	?
3041	-23,54961653537432	-46,61983619193254	sao paulo	SP	?
3011	-23,540761728287805	-46,614804490016674	sao paulo	SP	?
3063	-23,535722137743115	-46,58499715875456	sao paulo	SP	?
3081	-23,53230911518264	-46,575640927289456	sao paulo	SP	?
3086	-23,53259176103639	-46,567089396906816	são paulo	SP	?
3081	-23,530293115182623	-46,575711412862745	sao paulo	SP	?
3026	-23,52645151956261	-46,60677957591317	sao paulo	SP	?
3064	-23,53291557896108	-46,5631139729053	sao paulo	SP	?
3026	-23,53037035359799	-46,60925339785911	sao paulo	SP	?
3070	-23,53810494809284	-46,56771668956659	são paulo	SP	?
3068	-23,536472008598334	-46,56762247403209	sao paulo	SP	?
3067	-23,537375999999995	-46,572810988891504	sao paulo	SP	?
3061	-23,54135697530149	-46,586407107132544	são paulo	SP	?
3067	-23,537618779906506	-46,57363150331821	sao paulo	SP	?
3015	-23,53718574381104	-46,59403568082404	são paulo	SP	?
3051	-23,546077438253743	-46,60841618180498	são paulo	SP	?
3003	-23,54553073382772	-46,62426377852153	sao paulo	SP	?
3090	-23,52823159172489	-46,556951024006	sao paulo	SP	?
3011	-23,53528909991919	-46,61693871080264	sao paulo	SP	?
3072	-23,53582882737027	-46,56167261365344	sao paulo	SP	?
3077	-23,53216105023373	-46,58144783458363	sao paulo	SP	?
3087	-23,531449872323886	-46,56252363875596	sao paulo	SP	?
3053	-23,54452854760799	-46,60580503970215	são paulo	SP	?
3088	-23,52731184179699	-46,56137431473256	são paulo	SP	?
3041	-23,54728163696695	-46,62214734901035	sao paulo	SP	?
3061	-23,54135697530149	-46,586407107132544	sao paulo	SP	?
3068	-23,537645717179306	-46,56914316388714	sao paulo	SP	?
3065	-23,536050238969374	-46,57921229297438	são paulo	SP	?
3011	-23,538539503750915	-46,617011329447735	são paulo	SP	?
3018	-23,53327933389115	-46,61090042867445	são paulo	SP	?
3043	-23,54565643963872	-46,618244585492455	sao paulo	SP	?
3066	-23,535360733279457	-46,57791363820769	sao paulo	SP	?
3005	-23,542395998615014	-46,62529052207277	sao paulo	SP	?
3066	-23,53679451067581	-46,5763124074384	sao paulo	SP	?
3068	-23,53685195752789	-46,56747302120738	sao paulo	SP	?
3027	-23,5310320582838	-46,61456166333888	sao paulo	SP	?
3015	-23,536566	-46,59503174999999	são paulo	SP	?
3077	-23,53194196947312	-46,580400974464766	sao paulo	SP	?
3041	-23,550827637515205	-46,61826780850016	são paulo	SP	?
3077	-23,53216105023373	-46,58144783458363	são paulo	SP	?
3081	-23,53379905023373	-46,57481493949447	são paulo	SP	?
3002	-23,541581330116983	-46,61435167441524	sao paulo	SP	?
3072	-23,53568628310916	-46,56128457132554	sao paulo	SP	?
3087	-23,53067298029315	-46,56528416527213	são paulo	SP	?
3021	-23,53562068581569	-46,599986666801335	sao paulo	SP	?
3026	-23,52989123703037	-46,61036323743439	sao paulo	SP	?
3010	-23,536215785734893	-46,61897111988584	sao paulo	SP	?
3066	-23,538022072162263	-46,57818139454088	sao paulo	SP	?
3087	-23,532779612528916	-46,564551750224425	são paulo	SP	?
3071	-23,53326500028845	-46,56274555121468	sao paulo	SP	?
3080	-23,532087142939552	-46,57955243256958	sao paulo	SP	?
3047	-23,543341071614005	-46,60914395184376	sao paulo	SP	?
3016	-23,53796952899768	-46,61980211518264	sao paulo	SP	?
3067	-23,538203779906507	-46,573650539961946	sao paulo	SP	?
3064	-23,535722137743115	-46,58499715875456	sao paulo	SP	?
3062	-23,54144207216227	-46,59256396641468	sao paulo	SP	?
3043	-23,54662835581969	-46,6175866110277	sao paulo	SP	?
3051	-23,546077438253743	-46,60841618180498	sao paulo	SP	?
3073	-23,532769174562965	-46,55586687927743	sao paulo	SP	?
3058	-23,53811486955392	-46,5936604417162	sao paulo	SP	?
3066	-23,54002116180968	-46,5783329639332	sao paulo	SP	?
3077	-23,529830521784312	-46,57606211518262	sao paulo	SP	?
3063	-23,530453669715538	-46,55620020996593	são paulo	SP	?
3069	-23,535431213716848	-46,566754538576966	sao paulo	SP	?
3087	-23,532125406053417	-46,56487215987645	sao paulo	SP	?
3028	-23,52758389454089	-46,61256280001737	sao paulo	SP	?
3033	-23,522109325416395	-46,6251534993835	sao paulo	SP	?
3016	-23,5379595545329	-46,61968486372555	sao paulo	SP	?
3058	-23,53826263113857	-46,59143579156327	sao paulo	SP	?
3011	-23,53421770191586	-46,61789194561132	sao paulo	SP	?
3066	-23,538588317790985	-46,577183369005645	sao paulo	SP	?
3063	-23,535815407149936	-46,571177503750896	sao paulo	SP	?
3058	-23,541290664723878	-46,588820390645736	sao paulo	SP	?
3015	-23,538609695189816	-46,60424363790813	sao paulo	SP	?
3041	-23,54883683458364	-46,617288019014346	sao paulo	SP	?
3002	-23,546827507097795	-46,623708713284174	sao paulo	SP	?
3034	-23,52147333072057	-46,6162409904328	sao paulo	SP	?
3065	-23,540304845951933	-46,57884493810951	sao paulo	SP	?
3084	-23,53404136940969	-46,571698135322166	sao paulo	SP	?
3080	-23,53367105912053	-46,57916093256957	sao paulo	SP	?
3027	-23,535258999163272	-46,61355508257828	são paulo	SP	?
3054	-23,54233327528241	-46,60018319786676	sao paulo	SP	?
3027	-23,534418521805684	-46,61298614391757	sao paulo	SP	?
3019	-23,53634523978303	-46,60310710998814	são paulo	SP	?
3019	-23,525265112124213	-46,60809641144912	sao paulo	SP	?
3057	-23,53976942353855	-46,59602845268045	sao paulo	SP	?
3070	-23,535788324121896	-46,55657717734281	sao paulo	SP	?
3066	-23,537687521784317	-46,57489141326678	sao paulo	SP	?
3025	-23,53610139439666	-46,61152827101971	sao paulo	SP	?
3084	-23,531501902302512	-46,57042185553122	sao paulo	SP	?
3027	-23,534890805989985	-46,61328746601067	sao paulo	SP	?
3031	-23,53307623726908	-46,61826949423456	sao paulo	SP	?
3080	-23,534299739107848	-46,5779727124761	são paulo	SP	?
3089	-23,531518152374627	-46,56020177797328	sao paulo	SP	?
3088	-23,525715112567184	-46,56222933034741	sao paulo	SP	?
3071	-23,53326500028845	-46,56274555121468	são paulo	SP	?
3081	-23,530246910352588	-46,57565256492024	são paulo	SP	?
3054	-23,542611946707844	-46,60514224132955	são paulo	SP	?
3015	-23,535880323619367	-46,59472358381902	são paulo	SP	?
3047	-23,544918461278805	-46,61221646655891	sao paulo	SP	?
3041	-23,55159348542905	-46,61939117485142	sao paulo	SP	?
3066	-23,53653745989382	-46,57701985457893	sao paulo	SP	?
3019	-23,53720441271852	-46,60468062753188	sao paulo	SP	?
3018	-23,536703147931224	-46,60734213973691	sao paulo	SP	?
3010	-23,53717852510253	-46,61850530835593	sao paulo	SP	?
3028	-23,52612770719598	-46,609253726902814	sao paulo	SP	?
3011	-23,536881534277796	-46,61775993118461	sao paulo	SP	?
3065	-23,539979169248525	-46,5794942841354	sao paulo	SP	?
3088	-23,52833851234925	-46,559555895637416	sao paulo	SP	?
3008	-23,545031636966947	-46,6205493306885	sao paulo	SP	?
3059	-23,541063579519864	-46,59158118971085	são paulo	SP	?
3065	-23,537464072162265	-46,57926288732753	sao paulo	SP	?
3069	-23,53463694033121	-46,56635101485941	são paulo	SP	?
3041	-23,54823344957018	-46,62160205405413	são paulo	SP	?
3057	-23,54106859163712	-46,59478970418143	sao paulo	SP	?
3066	-23,53601555453289	-46,57515990452421	sao paulo	SP	?
3042	-23,549118443793667	-46,61823904939699	sao paulo	SP	?
3041	-23,54904582679336	-46,61885532252284	sao paulo	SP	?
3016	-23,536153435743586	-46,61209750790585	sao paulo	SP	?
3077	-23,53015922482535	-46,57747310352588	sao paulo	SP	?
3007	-23,541318199001665	-46,62690042728947	sao paulo	SP	?
3033	-23,533536763903115	-46,624113869998	sao paulo	SP	?
3090	-23,52810085567546	-46,55822429309247	são paulo	SP	?
3042	-23,549211451007025	-46,61817658935894	sao paulo	SP	?
3057	-23,54459585429047	-46,60238954079867	são paulo	SP	?
3059	-23,540821669715537	-46,592480268249744	são paulo	SP	?
3063	-23,533989716890844	-46,56714047974491	sao paulo	SP	?
3087	-23,52762470413756	-46,56634177935823	são paulo	SP	?
3060	-23,54016893366611	-46,58728098750653	sao paulo	SP	?
3065	-23,53646778573488	-46,5791435471753	sao paulo	SP	?
3045	-23,53884972661437	-46,59466392062438	são paulo	SP	?
3016	-23,53788253621104	-46,61784469900167	sao paulo	SP	?
3034	-23,52187770690751	-46,6158994000808	sao paulo	SP	?
3087	-23,530278666945573	-46,56409933334289	são paulo	SP	?
3052	-23,54000079378497	-46,6103919440821	sao paulo	SP	?
3017	-23,5348135567546	-46,61121215514456	sao paulo	SP	?
3041	-23,54823344957018	-46,62160205405413	sao paulo	SP	?
3012	-23,53983408909916	-46,61658509645674	sao paulo	SP	?
3084	-23,533854642247068	-46,57087815113386	são paulo	SP	?
3087	-23,53067298029315	-46,56528416527213	sao paulo	SP	?
3067	-23,53886891035259	-46,57290148557327	sao paulo	SP	?
3010	-23,534901199001663	-46,618901565497175	sao paulo	SP	?
3060	-23,536823091869103	-46,58819096142303	sao paulo	SP	?
3008	-23,541320817935212	-46,61967337483404	sao paulo	SP	?
3065	-23,53979131002936	-46,58000817040802	são paulo	SP	?
3025	-23,53591192339433	-46,60934396295225	sao paulo	SP	?
3018	-23,53047748459232	-46,612733133504506	sao paulo	SP	?
3011	-23,534151925616037	-46,61748728198396	sao paulo	SP	?
3077	-23,53479630030584	-46,58448694823707	sao paulo	SP	?
3069	-23,53445181655024	-46,56445174909116	sao paulo	SP	?
3017	-23,533704	-46,61252999999999	sao paulo	SP	?
3033	-23,529595128224376	-46,62291277214487	sao paulo	SP	?
3086	-23,52876008992264	-46,56920769167931	são paulo	SP	?
3077	-23,530098812943557	-46,57706023022104	sao paulo	SP	?
3069	-23,535090419095155	-46,56515435123206	sao paulo	SP	?
3030	-23,526435803220025	-46,61866348459231	sao paulo	SP	?
3085	-23,533465148767934	-46,5679511811125	sao paulo	SP	?
3042	-23,55201815098964	-46,6152466486237	sao paulo	SP	?
3011	-23,540888598389984	-46,61693876380634	sao paulo	SP	?
3085	-23,533617876767284	-46,56784381167415	sao paulo	SP	?
3017	-23,53737099194992	-46,61070457146976	sao paulo	SP	?
3013	-23,53570002997862	-46,61425848641	sao paulo	SP	?
3047	-23,540997583126536	-46,602561577990656	sao paulo	SP	?
3013	-23,538304917017687	-46,61194732638931	sao paulo	SP	?
3027	-23,53416852178432	-46,61275463794789	sao paulo	SP	?
3021	-23,537275239800337	-46,59924646641469	sao paulo	SP	?
3059	-23,540482728836057	-46,59719108228982	sao paulo	SP	?
3041	-23,54803252345775	-46,62169396892487	sao paulo	SP	?
3066	-23,54002116180968	-46,5783329639332	são paulo	SP	?
3014	-23,53937890259096	-46,608827720785975	sao paulo	SP	?
3080	-23,53202490813088	-46,57950102746846	sao paulo	SP	?
3080	-23,532087142939552	-46,57955243256958	são paulo	SP	?
3057	-23,53880093366611	-46,59570498750652	sao paulo	SP	?
3066	-23,537710477927224	-46,574009413266765	sao paulo	SP	?
3057	-23,539364035807004	-46,59655738856826	sao paulo	SP	?
3031	-23,532644063015663	-46,62198579892085	sao paulo	SP	?
3066	-23,53738472745108	-46,577034043280165	sao paulo	SP	?
3084	-23,53183490230251	-46,57032480446079	sao paulo	SP	?
3058	-23,538218627243424	-46,59088581709849	sao paulo	SP	?
3026	-23,53525646295224	-46,61574345614291	sao paulo	SP	?
3027	-23,53672519178831	-46,614430691240045	sao paulo	SP	?
3050	-23,54557399362336	-46,61211560090016	sao paulo	SP	?
3077	-23,53231703635526	-46,5820465073576	sao paulo	SP	?
3033	-23,533743290034057	-46,62414993686875	sao paulo	SP	?
3061	-23,54133074049283	-46,58394421357261	sao paulo	SP	?
3021	-23,52997213266778	-46,60031174562872	sao paulo	SP	?
3064	-23,53348843963872	-46,56495415084541	sao paulo	SP	?
3064	-23,53099419207677	-46,55759176879799	são paulo	SP	?
3058	-23,53961515598129	-46,59350319317329	sao paulo	SP	?
3066	-23,537753496537544	-46,57457211226844	sao paulo	SP	?
3080	-23,534587739107845	-46,577931694154245	sao paulo	SP	?
3058	-23,541290664723878	-46,588820390645736	são paulo	SP	?
3021	-23,53523313044608	-46,60016641534424	sao paulo	SP	?
3065	-23,53951688980902	-46,57472858021234	sao paulo	SP	?
3011	-23,540447587569933	-46,61733661241267	sao paulo	SP	?
3035	-23,52694283152521	-46,61437611587513	sao paulo	SP	?
3013	-23,53258259394658	-46,61535531458833	sao paulo	SP	?
3058	-23,538357000000005	-46,5893099783599	sao paulo	SP	?
3021	-23,52878145045876	-46,60228144561134	sao paulo	SP	?
3017	-23,53737099194992	-46,61070457146976	são paulo	SP	?
3052	-23,539314688037397	-46,60501328711988	sao paulo	SP	?
3019	-23,537134445467107	-46,60391112753189	sao paulo	SP	?
3080	-23,530297924231046	-46,57945568082402	sao paulo	SP	?
3050	-23,541836866783967	-46,61253909463907	sao paulo	SP	?
3066	-23,53762003719198	-46,57810307271053	sao paulo	SP	?
3045	-23,5436766813723	-46,60350754163539	sao paulo	SP	?
3045	-23,542490714120877	-46,60135459270582	sao paulo	SP	?
3033	-23,52652758451152	-46,622758678458105	sao paulo	SP	?
3064	-23,531337547595676	-46,558455537411554	sao paulo	SP	?
3054	-23,54256561289955	-46,60474362365551	sao paulo	SP	?
3004	-23,543992980841413	-46,62208627629982	são paulo	SP	?
3053	-23,54083159127465	-46,60766011847239	são paulo	SP	?
3018	-23,528586593946574	-46,61097274285875	sao paulo	SP	?
3052	-23,541236392723217	-46,60935762031851	sao paulo	SP	?
3057	-23,539425233971954	-46,59560246142302	sao paulo	SP	?
3065	-23,53617047100232	-46,578321282820696	são paulo	SP	?
3027	-23,533010611720183	-46,61419406662233	sao paulo	SP	?
3052	-23,54007530890417	-46,60534761740433	sao paulo	SP	?
3035	-23,52753632806276	-46,61411416818631	sao paulo	SP	?
3084	-23,534582427693493	-46,57189966085739	sao paulo	SP	?
3065	-23,536050238969374	-46,57921229297438	sao paulo	SP	?
3013	-23,535728779906503	-46,61546194561132	sao paulo	SP	?
3055	-23,54044641465176	-46,6002539321369	sao paulo	SP	?
3011	-23,53767554593456	-46,61627223411618	são paulo	SP	?
3065	-23,538727791563275	-46,579303682064776	sao paulo	SP	?
3059	-23,540821669715537	-46,592480268249744	sao paulo	SP	?
3076	-23,537832609443868	-46,58204797063701	sao paulo	SP	?
3023	-23,530683551214675	-46,61175974508045	sao paulo	SP	?
3087	-23,529946263950567	-46,5655712364821	sao paulo	SP	?
3034	-23,523856291159245	-46,617937506116846	sao paulo	SP	?
3042	-23,547624935339552	-46,6193676519706	são paulo	SP	?
3084	-23,530558232586976	-46,57074860450683	sao paulo	SP	?
3001	-23,540637238675156	-46,61290910964272	sao paulo	SP	?
3001	-23,54445734471118	-46,619309273385646	sao paulo	SP	?
3066	-23,53690847100232	-46,57432436081135	sao paulo	SP	?
3031	-23,5334942761556	-46,6233744919499	sao paulo	SP	?
3035	-23,523172303075796	-46,61453443756125	sao paulo	SP	?
3064	-23,530940192076763	-46,55746126879801	são paulo	SP	?
3003	-23,54541929669916	-46,62362919983839	sao paulo	SP	?
3077	-23,53181293144441	-46,5826935858965	são paulo	SP	?
3069	-23,53564334776961	-46,56504121094687	sao paulo	SP	?
3058	-23,53939015598129	-46,59351308381903	são paulo	SP	?
3090	-23,52823159172489	-46,556951024006	são paulo	SP	?
3013	-23,53658896641469	-46,610795005972605	sao paulo	SP	?
3066	-23,5376583245628	-46,57492561849247	sao paulo	SP	?
3067	-23,537618779906506	-46,57363150331821	são paulo	SP	?
3067	-23,537583	-46,57281001442671	sao paulo	SP	?
3067	-23,5371147799065	-46,57362356160204	sao paulo	SP	?
3073	-23,532769174562965	-46,55586687927743	são paulo	SP	?
3029	-23,527071681372288	-46,619918067170616	sao paulo	SP	?
3061	-23,540743110190977	-46,58338533888281	sao paulo	SP	?
3026	-23,53037035359799	-46,60925339785911	são paulo	SP	?
3026	-23,532082941716197	-46,61095080391252	sao paulo	SP	?
3067	-23,538788779906508	-46,57367401442672	são paulo	SP	?
3050	-23,54299934471118	-46,611587273385645	sao paulo	SP	?
3061	-23,541866392723215	-46,5889185364995	sao paulo	SP	?
3087	-23,52895114126612	-46,56651644685208	sao paulo	SP	?
3017	-23,53690519178831	-46,608902596312525	sao paulo	SP	?
3066	-23,53853857929474	-46,57541239100456	sao paulo	SP	?
3068	-23,53736097584976	-46,56727454342439	sao paulo	SP	?
3070	-23,53899702801672	-46,57221876908646	são paulo	SP	?
3071	-23,534190188181626	-46,56109328711987	sao paulo	SP	?
3015	-23,538835254649594	-46,6057875389626	sao paulo	SP	?
3081	-23,53631445045876	-46,57545257271052	sao paulo	SP	?
3081	-23,53304778573489	-46,57562238732751	sao paulo	SP	?
3017	-23,5394340246985	-46,61219705704304	sao paulo	SP	?
3087	-23,53263450874257	-46,56322245767212	sao paulo	SP	?
3067	-23,53802332944774	-46,57370300389514	sao paulo	SP	?
3040	-23,550723623891194	-46,622536459849165	são paulo	SP	?
3043	-23,546547355819683	-46,617636111027686	sao paulo	SP	?
3166	-23,550615586733212	-46,59695036081135	sao paulo	SP	?
3174	-23,546878911449102	-46,59059732445609	sao paulo	SP	?
3114	-23,565511554738045	-46,59515615274319	sao paulo	SP	?
3183	-23,558837165416367	-46,594341639188656	sao paulo	SP	?
3111	-23,558072306116813	-46,60586586856825	sao paulo	SP	?
3112	-23,55712803497028	-46,6045297013676	sao paulo	SP	?
3150	-23,583554497085814	-46,589112952824685	sao paulo	SP	?
3134	-23,58540069658577	-46,58427399775607	sao paulo	SP	?
3186	-23,567258514570952	-46,58312233236194	sao paulo	SP	?
3184	-23,56336681626177	-46,58636668526744	sao paulo	SP	?
3132	-23,5829031448728	-46,583914925875824	sao paulo	SP	?
3186	-23,56726954731953	-46,5841802514571	sao paulo	SP	?
3156	-23,58136699134433	-46,56438226771108	sao paulo	SP	?
3181	-23,557808043020373	-46,58148511296093	sao paulo	SP	?
3124	-23,57229828420568	-46,58923205966878	sao paulo	SP	?
3133	-23,596805324652923	-46,5772172155577	sao paulo	SP	?
3116	-23,567295210891167	-46,58710430333021	sao paulo	SP	?
3131	-23,57900896225975	-46,57815220038666	sao paulo	SP	?
3164	-23,54644456287144	-46,60552943574358	sao paulo	SP	?
3165	-23,561802095061942	-46,58115188588945	sao paulo	SP	?
3152	-23,59347283236194	-46,58096227990652	sao paulo	SP	?
3124	-23,56716558090484	-46,59295276311386	sao paulo	SP	?
3153	-23,599338171244742	-46,578841040798665	são paulo	SP	?
3182	-23,559519635581964	-46,59033924271452	são paulo	SP	?
3150	-23,58425694754457	-46,58817098167814	são paulo	SP	?
3121	-23,56175985825543	-46,60140647059026	sao paulo	SP	?
3182	-23,558655719401003	-46,59227849125742	sao paulo	SP	?
3132	-23,58324852899767	-46,58329257799065	sao paulo	SP	?
3122	-23,569423909804325	-46,59127977921403	sao paulo	SP	?
3132	-23,58292448681403	-46,58435381903174	sao paulo	SP	?
3122	-23,56875741825844	-46,59367398903572	sao paulo	SP	?
3152	-23,59206885345376	-46,5805032120434	sao paulo	SP	?
3149	-23,57480921065843	-46,587471259651394	sao paulo	SP	?
3161	-23,576732192312384	-46,56340219524332	sao paulo	SP	?
3179	-23,55402366333889	-46,58070017485142	sao paulo	SP	?
3167	-23,55487039661836	-46,5943762934965	são paulo	SP	?
3153	-23,589412821010463	-46,58892492457528	são paulo	SP	?
3164	-23,549625597553256	-46,61126537399732	sao paulo	SP	?
3176	-23,54935305107045	-46,58751047155059	sao paulo	SP	?
3165	-23,56136658451152	-46,58380154954122	sao paulo	SP	?
3127	-23,57744523619365	-46,58928864723873	sao paulo	SP	?
3120	-23,5595101851232	-46,59644692131687	são paulo	SP	?
3131	-23,57843066833056	-46,57851422745107	sao paulo	SP	?
3188	-23,564285633360274	-46,57821085206877	sao paulo	SP	?
3156	-23,58073046655893	-46,56826272453687	sao paulo	SP	?
3118	-23,560478444630373	-46,59520402553522	sao paulo	SP	?
3185	-23,56351781487679	-46,584379697472464	sao paulo	SP	?
3183	-23,558270157442923	-46,59556918780408	sao paulo	SP	?
3119	-23,565867171244737	-46,59162112461769	sao paulo	SP	?
3166	-23,54928241326678	-46,59563135789716	sao paulo	SP	?
3127	-23,57976966320297	-46,58938844193136	sao paulo	SP	?
3169	-23,55743544466074	-46,5856553691324	sao paulo	SP	?
3164	-23,54821698750652	-46,6093393380461	sao paulo	SP	?
